=== [DEBUG] Vertices (228 total) ===
[  217] Pos( -0.2274,  -0.1298,   0.9015)  Col(0.2000, 0.2000, 0.2000)  UV(0.0000, 0.0000)
[  218] Pos( -0.2274,  -0.0668,   0.3986)  Col(0.2000, 0.2000, 0.2000)  UV(0.0000, 0.0000)
[  219] Pos( -0.2274,  -0.7312,   0.9015)  Col(0.3000, 0.3000, 0.3000)  UV(0.0000, 0.0000)
[  220] Pos( -0.2274,  -0.6846,   0.3897)  Col(0.3000, 0.3000, 0.3000)  UV(0.0000, 0.0000)
[  221] Pos( -0.2274,  -0.0668,   0.3986)  Col(0.3000, 0.3000, 0.3000)  UV(0.0000, 0.0000)
[  222] Pos( -0.2274,   1.1194,  -0.0376)  Col(0.4000, 0.4000, 0.4000)  UV(0.0000, 0.0000)
[  223] Pos( -0.2274,   0.6341,  -0.0376)  Col(0.4000, 0.4000, 0.4000)  UV(0.0000, 0.0000)
[  224] Pos( -0.2274,   0.5515,   0.3845)  Col(0.4000, 0.4000, 0.4000)  UV(0.0000, 0.0000)
[  225] Pos( -0.2274,   1.1194,  -0.0376)  Col(0.2000, 0.2000, 0.2000)  UV(0.0000, 0.0000)
[  226] Pos( -0.2274,   1.1043,   0.4085)  Col(0.2000, 0.2000, 0.2000)  UV(0.0000, 0.0000)
[  227] Pos( -0.2274,   0.5515,   0.3845)  Col(0.2000, 0.2000, 0.2000)  UV(0.0000, 0.0000)
==============================================
┌----------------------------------------┐
|                Commands                |
|  Object Movements :                    |
|     - ↑ : Move Forward                 |
|     - ↓ : Move Backward                |
|     - → : Move Right                   |
|     - ← : Move Left                    |
|     - PgUp : Move Up                   |
|     - PgDown : Move Down               |
|     - LEFT_SHIFT : x2 speed            |
|                                        |
|   Camera Movements :                   |
|     - W : Move Forward                 |
|     - A : Move Backward                |
|     - S : Move Right                   |
|     - D : Move Left                    |
|     - Space : Move Up                  |
|     - Left_Ctrl : Move Down            |
|     - LEFT_SHIFT : x2 speed            |
|     - Right_Click Mouse : Rotate       |
|                                        |
|   Tools :                              |
|     - R : Reset Object                 |
|     - C : Reset Camera                 |
|     - P : Stop auto-rotation           |
|     - TAB : Open Gui                   |
└----------------------------------------┘
